Date,AAPL,INFY.NS,MSFT,RELIANCE.NS,TCS.NS
2022-01-04,-0.012691721276752665,0.00036887917530936676,-0.017147068389205322,0.02256800618643373,0.01754966522165957
2022-01-05,-0.026600092969478517,-0.02869716742965478,-0.03838781385728107,0.0046783256821907315,-0.0061266361833375305
2022-01-06,-0.016693201698872562,-0.01455552978769925,-0.00790190068668517,-0.021501453885797273,-0.013856736705178507
2022-01-07,0.00098837462011514,-0.0019254027793902395,0.0005098124802538351,0.008069473520836201,0.012094687683120497
2022-01-10,0.00011630853217825532,0.020090429191269132,0.0007320164486270819,0.0008211374162894192,0.0068383021776869946
2022-01-11,0.016783644516894514,0.0026204174196740038,0.0022594232747152887,0.0071985346095710945,0.009291406217189602
2022-01-12,0.002570370271318456,0.011775239387217917,0.010444967686969564,0.026694640127932434,-0.014300718831510295
2022-01-13,-0.01902806465033824,0.010306459624396025,-0.042322464916105584,0.005632471298126607,0.009844791576863132
2022-01-14,0.005110363326265688,0.01716049026039501,0.0177166197516736,0.0014593301789820323,0.0180225296095764
2022-01-19,-0.02102478693435772,-0.027957820370349218,0.0022468391649208552,-7.925612857317965e-05,-0.017308600225609316
2022-01-20,-0.010347284667553747,-0.02321850721801577,-0.005703146453953756,-0.017508694128910873,-0.02250531775041431
2022-01-21,-0.012764908981061529,-0.02083674458487117,-0.018468283343715197,0.00016145813480439308,0.0018164820362291945
2022-01-24,-0.00486445910929989,-0.02738422826355802,0.0011484886348747114,-0.04033744607968548,-0.016212404364668087
2022-01-25,-0.011384674605007139,-0.008435038669597716,-0.026588237352105026,-0.001955430137655201,-0.00038445233100725673
2022-01-28,0.0697776320881709,0.004527546951731187,0.02808180154694706,-0.0009623449686007035,0.011180330364596092
2022-01-31,0.0261259068676456,0.02965245340786682,0.008823897384570012,0.021726738796637113,0.012520362808319918
2022-02-01,-0.0009725645010474349,0.02064877232755613,-0.007138874530427497,-0.0033101568769529077,0.017236381210789187
2022-02-02,0.007044213735206695,0.00849292726709483,0.015222105629907112,0.002038796342099136,0.01461599170716088
2022-02-03,-0.01671982889620438,-0.02716699547660595,-0.03895236860082851,-0.012921821992095794,-0.008194610054197304
2022-02-04,-0.0016793081932691134,0.0014666837070618222,0.01556842631931965,-0.009116992471189134,-0.002536310621721216
2022-02-07,-0.004234584267738595,-0.01499048192377761,-0.016310240299385104,-0.00609091737646239,-0.009410336115328488
2022-02-08,0.01846655325452118,0.0013412496345777125,0.01199543829231553,0.016809628923357245,-0.009407321376352362
2022-02-09,0.008293818790834573,0.01164602045999552,0.021834760056161695,0.011650887181826386,0.004567882432167103
2022-02-10,-0.023598685722517,0.018592117962638488,-0.028373192424741123,-0.001027756864084295,0.0026063239449072295
2022-02-11,-0.020218437993916205,-0.027266067131983318,-0.02427416441940733,-0.0019530682235326946,-0.019998350140667975
2022-02-14,0.0014230118250941892,-0.02274375243753035,-0.00013564531813647918,-0.015927419627967287,0.010500851541985101
2022-02-15,0.023152579500199222,0.03331946207990555,0.01854263730700878,0.033952754481895386,0.022510937384558893
2022-02-16,-0.00138901506229272,-0.002847744287379439,-0.0011673934469417224,-0.002067834789353684,-0.0012311554660690005
2022-02-17,-0.02126919564826968,-0.004903780171443661,-0.02928203972259913,0.012660642914100295,-0.007578990299013433
2022-02-18,-0.00935564138003353,-0.010349261561045653,-0.0096309170264548,-0.007816497153505186,0.0025631700304129534
2022-02-23,-0.02586405210281495,0.004901046452997937,-0.025892981960818684,-0.006257903655055519,-0.006301519265780597
2022-02-24,0.016680105406463364,-0.037123089314140656,0.0510934494336619,-0.04983041918154385,-0.0454992513471395
2022-02-25,0.012965578411328282,0.009802428870949731,0.009232937660992091,0.012501464341718282,0.03501246357470711
2022-02-28,0.0016378472931739552,0.012392215179177768,0.004978345079594826,0.033100326194332785,0.009500740911388084
2022-03-03,-0.0019813446077777686,0.010600284290551265,-0.01422426403825594,-0.008442597417704478,-0.0004933215252289624
2022-03-04,-0.01840838852449045,0.001423690182511539,-0.020478536107044087,-0.02217966040437158,-0.005656966658121432
2022-03-07,-0.02371745819755844,0.009603683628027104,-0.03777700287606078,-0.036980450005081655,-0.011193378242601137
2022-03-08,-0.011676099521470085,0.022042120484722538,-0.0109711884994238,-0.0018084939439351189,0.033013757276202815
2022-03-09,0.034997277254680714,0.019767157229167553,0.04585838386516072,0.053053061942582413,0.0090694699416487
2022-03-10,-0.02718610358790141,0.006920909525978569,-0.010086655749406925,0.0162057070181576,-0.0032070121017055975
2022-03-11,-0.023908822795953077,-0.002135886626422945,-0.01932859585008484,0.0028843742724580235,-0.006020201342643472
2022-03-14,-0.02656220690077593,0.03770572712185438,-0.012961132372328321,0.008211137267671642,0.0121832548036378
2022-03-15,0.02967715775378066,-0.027185635323036528,0.03874260230107529,-0.022903315180006767,-0.01347798302466352
2022-03-16,0.0290155900777751,0.02723857206849245,0.025213472204339116,0.01688214598925586,0.01725144455198624
2022-03-17,0.006453880225164577,-0.01841858936002594,0.0028193742339415184,0.0326002847833784,0.00460910674356918
2022-03-22,0.020800573676321266,0.01853699988405655,0.016379203257344432,0.025836970246482238,0.020473262852685137
2022-03-23,0.008233773308772285,-0.007947434969146183,-0.015029900749990666,0.0031803680794322275,0.0030938852447270904
2022-03-24,0.02267777956563788,0.007637236703356143,0.015392915780580108,0.015536363668060105,0.010087652201252073
2022-03-25,0.0037340548434492415,-0.005379752446197039,-0.001381377094784253,0.0066702310313841995,-0.01130705035431434
2022-03-28,0.005036647152863338,-0.001412157642531553,0.023116573900360926,0.010054440278778554,6.729189832221927e-05
2022-03-29,0.01913449333476902,0.006457160177468779,0.015159508686683587,0.00022889101942968892,-0.0006336721415465263
2022-03-30,-0.006649534656260392,0.00951732397092786,-0.0049143983520187895,0.019217944713934898,0.007070914321862354
2022-03-31,-0.01777573254747855,0.0015232482841138761,-0.017683017964452263,-0.01429143384162157,0.0022509849301599605
2022-04-01,-0.0017182379076117194,-0.0017305160063995073,0.0036003899680634444,0.00800831205138497,0.0050268382352671725
2022-04-04,0.02369342029779986,-0.01082191955006162,0.01793675659225169,0.00295588596272367,0.003086294086743546
2022-04-05,-0.018941945488771927,-0.011604130069382101,-0.012985485902559879,-0.014134593071974622,0.011789206859275536
2022-04-06,-0.018450982279531014,-0.01732848477409188,-0.03660574267340222,-0.002665476970303504,-0.015583948266794434
2022-04-07,0.0018041872602678755,-0.009760231945385112,0.006243732778306699,-0.017640127669412475,-0.018959907777322815
2022-04-08,-0.011908938169182814,0.001987820488561942,-0.014599946802703268,0.016635435102387408,0.0004071253119628526
2022-04-11,-0.02551582157079857,-0.026479593434876714,-0.03943160362376219,-0.0020835453050587205,0.0029168546217799296
2022-04-12,0.011523338734340083,-0.013642445716602891,-0.011217870560922272,-0.018830219373952017,-0.0014337816468515951
2022-04-13,0.01634254029920612,0.0035007839480405423,0.019711978848027334,-0.0036703582899469955,-0.007897456778332756
2022-04-19,0.01411529202435724,-0.036635011449803856,0.017039664226848883,0.03811151438579774,-0.01591532366529136
2022-04-20,-0.001015452571520692,0.016453182509519326,0.003715398341875842,0.029403954214529238,0.02445332073667661
2022-04-21,-0.004843892455259513,0.019588121022059424,-0.019381171635004413,0.023414105465666468,0.020200765491145578
2022-04-22,-0.02782127282756397,-0.020601673428162326,-0.024144329883009186,-0.008374893275534201,-0.0044370054340028275
2022-04-25,0.006737251711554926,-0.015358498476080396,0.024413374918321296,-0.023125912825953998,-0.01781274602019145
2022-04-26,-0.03732786172186364,0.012747448093204827,-0.03740391394807274,0.029925632387510337,-0.0005353165677728366
2022-04-27,-0.0014670381665532473,-0.017836817073004996,0.04810911993820932,0.0009728284612975369,0.004201305328660032
2022-04-28,0.045155524245327205,0.01919119553660864,0.022632427474848393,0.014936871058212953,0.0064867615701580394
2022-04-29,-0.036604764732100614,-0.009509686385187566,-0.04181202620071445,-0.010497033833723024,-0.010490337358989743
2022-05-02,0.001966565713195312,-0.01693727260890243,0.025043264277211374,-0.0035122211431116712,-0.0012123893956134113
2022-05-05,-0.05571622056189718,0.032301159279706004,-0.043554735137889544,-0.019583051307966892,0.009670086058704674
2022-05-06,0.004727199183702568,-0.026685220003908272,-0.009446401086114276,-0.007667837110397424,-0.02299753597270271
2022-05-09,-0.03318924139951274,0.017824143868652165,-0.036945474262509825,-0.03905515805922055,0.003641523712007322
2022-05-10,0.016111911464635975,-0.011048493284155803,0.018595460486800164,-0.017333167569684393,-0.0018433453899536767
2022-05-11,-0.05184111611758835,-0.016902800774378557,-0.033209737101262515,-0.010243865156212117,-0.00777867257912046
2022-05-12,-0.026894359751319707,-0.011756965590631108,-0.0199577087973003,-0.020373148453218026,-0.0009819498864122034
2022-05-13,0.031916530197283466,-0.0029161686895031735,0.022596371620852373,0.011336069870245602,0.001833554933900805
2022-05-16,-0.010672210892181178,-0.010170141709132663,0.0014552568473062966,0.0002474281513091814,-0.011157239106706407
2022-05-17,0.025422310403748094,0.01970988553399966,0.020344291725751473,0.042003084239166544,0.022151366245425574
2022-05-18,-0.05641920552083313,-0.006091867867738743,-0.045529821878150134,0.0036375200455018852,-0.0008112385393949095
2022-05-19,-0.024641202480689017,-0.05436645347584179,-0.0036994459378281164,-0.023046433824998158,-0.054178183348387976
2022-05-20,0.0017473477292242467,0.019619506655808472,-0.0022911947092151275,0.05830992418703751,0.00951884146548454
2022-05-23,0.040119235490093,0.009105630490690686,0.032031814917682144,-0.006687024049407242,0.008730466587473451
2022-05-24,-0.01921616568544171,-0.01865988086257675,-0.003951601977304375,0.003433221722668245,-0.010160156483928984
2022-05-25,0.0011399915121643733,-0.021200475110173755,0.011169917270311247,-0.0014717234743381047,-0.030113455988350468
2022-05-26,0.02319954904196342,0.009571309864191191,0.012875507665965236,-0.009533055406140578,0.018720662940012733
2022-05-27,0.04075678112321146,0.026264988562067382,0.027604444209817114,-0.004638346094514412,0.010644751699564914
2022-06-01,-0.0008735235564298893,-0.016659946059746633,0.0020227895788307304,0.00032283396042065426,-0.002719676150380601
2022-06-02,0.016811268247201028,0.01991815382341655,0.007928906605985775,0.03447890857028879,0.02020737977742537
2022-06-03,-0.0385556545122826,0.009084892713107084,-0.01660684628789455,0.020262014220781666,0.005010165761714536
2022-06-06,0.005227979745031419,0.005487260529215998,-0.0047036515367469,-0.004299418433775792,-0.002674110733428492
2022-06-07,0.017585551027068158,-0.015261063954776777,0.013953725861459487,0.0018790361738698635,-0.019892562629705846
2022-06-08,-0.005043401407651693,-0.004446657612364957,-0.007669938212686245,-0.017563864309453336,0.012326602120239283
